134	140	883.5764
445	457	1238.199
885	895	527.2462
887	895	766.6232
1027	1039	1833.612
1028	1040	2067.796
1030	1040	3372.187
1031	1039	2752.447
1032	1040	3428.529
1034	1040	883.5764
1214	1226	1233.449
1218	1226	2752.447
1243	1251	587.2299
1245	1251	883.5764
1402	1408	883.5764
1571	1577	883.5764
1686	1694	603.5805
1688	1694	883.5764
1791	1803	2570.468
1793	1803	3661.11
1795	1803	3428.529
2559	2569	678.5679
2560	2568	904.32
2561	2569	908.3955
2562	2568	883.5764
2631	2643	875.0314
2632	2644	1296.757
2633	2645	12541.54
2634	2646	1964.835
2635	2645	9559.576
2636	2648	1964.835
2637	2645	13713.99
2638	2648	1737.612
2639	2645	883.5764
2708	2720	692.1079
2709	2721	690.0836
2710	2722	3403.051
2711	2721	883.5764
2712	2722	1202.592
3935	3945	505.8732
3936	3944	980.8116
4242	4248	883.5764
4310	4318	516.0707
4312	4318	883.5764
4516	4528	561.1757
4517	4529	2015.61
4518	4530	844.2485
4519	4531	844.2485
4803	4815	988.2407
4804	4816	2347.625
4805	4817	2997.09
4806	4816	865.283
4999	5011	817.0605
5001	5011	1138.993
5003	5011	980.8116
5633	5641	587.2299
5635	5647	1726.678
5636	5648	1627.701
5667	5679	1390.269
5668	5678	1201.671
5669	5679	1323.054
6185	6197	608.4057
6213	6221	980.8116
6628	6640	564.0074
6630	6642	1512.188
6632	6642	907.7149
6634	6642	783.823
6786	6792	883.5764
6807	6813	883.5764
7363	7369	883.5764
8240	8250	1116.621
8377	8387	1201.671
8564	8576	518.2849
8565	8575	1090.564
8566	8576	714.2819
8567	8575	587.2299
8568	8576	980.8116
8569	8575	883.5764
8913	8923	1090.564
8914	8924	714.2819
8915	8923	587.2299
8916	8924	980.8116
8917	8923	883.5764
9165	9171	883.5764
9200	9212	6096.139
9202	9212	9391.791
9203	9213	714.2819
9204	9212	13713.99
9205	9213	980.8116
9206	9212	883.5764
9418	9428	675.5983
9420	9428	904.32
10223	10231	603.5805
10225	10231	883.5764
10312	10324	700.7836
10313	10325	3107.509
10315	10325	2391.637
10317	10325	3428.529
10318	10330	564.0074
10319	10325	883.5764
10510	10516	883.5764
10787	10793	883.5764
10991	10997	883.5764
11456	11468	1542.022
11457	11469	5149.514
11458	11468	2091.083
11459	11469	6565.992
11460	11468	650.9198
11461	11469	783.823
11702	11714	1290.769
11703	11715	1833.612
11704	11716	648.5536
11705	11717	3059.303
11706	11718	18247.98
11707	11719	3855.439
11708	11718	2659.79
11710	11720	785.5658
11768	11774	883.5764
11808	11816	587.2299
11810	11816	883.5764
12215	12223	587.2299
12216	12222	883.5764
12217	12223	883.5764
12513	12525	1233.449
12516	12526	665.3154
12517	12527	2779.551
12518	12530	1132.923
12539	12549	1737.612
13018	13030	521.6258
13019	13031	1217.448
13079	13091	618.1825
