346	356	714.2819
347	355	587.2299
348	356	980.8116
349	355	883.5764
410	420	632.7099
412	420	603.5805
414	420	883.5764
441	447	883.5764
734	742	650.9198
1035	1047	1318.971
1036	1046	571.3607
1037	1047	1823.471
1038	1046	766.6232
1039	1047	2752.447
1297	1309	598.3642
1298	1310	791.4059
1299	1311	2407.153
1300	1310	883.5764
1301	1311	2183.574
1302	1310	766.6232
1349	1359	523.1181
1353	1359	883.5764
1514	1526	560.7724
1516	1526	666.2873
1518	1526	980.8116
1520	1526	883.5764
1560	1570	523.1181
1562	1570	766.6232
1568	1580	1235.347
1569	1581	538.6863
1570	1580	1737.612
1571	1581	731.8227
1572	1580	980.8116
1573	1581	980.8116
1574	1580	883.5764
1638	1648	505.8732
1649	1661	735.0619
1655	1661	883.5764
1804	1816	566.0396
1806	1816	833.6294
1807	1817	505.8732
1808	1816	980.8116
1810	1816	883.5764
1852	1860	516.0707
1854	1860	883.5764
2153	2161	603.5805
2155	2161	883.5764
2214	2220	883.5764
2235	2247	909.7584
2236	2246	606.2072
2237	2247	826.2209
2238	2246	783.823
2944	2954	505.8732
2989	2995	883.5764
3051	3063	1434.142
3055	3063	3428.529
3364	3374	583.8495
3366	3374	587.2299
3368	3374	883.5764
3445	3457	700.7836
3500	3512	800.8482
3675	3687	609.7289
3679	3687	587.2299
3680	3686	883.5764
3681	3687	883.5764
4171	4177	883.5764
4224	4236	609.7289
4228	4236	587.2299
4229	4235	883.5764
4230	4236	883.5764
4282	4294	2111.267
4283	4295	1356.212
4284	4296	3249.007
4285	4297	1356.212
4286	4296	2962.843
4287	4297	1201.671
4352	4358	883.5764
4565	4573	516.0707
4567	4573	883.5764
4640	4648	603.5805
4642	4648	883.5764
6045	6057	780.9275
6046	6054	587.2299
6047	6057	1090.564
6048	6054	883.5764
6379	6391	5508.835
6380	6392	1637.961
6382	6392	2442.459
6383	6391	13713.99
6384	6392	3428.529
6385	6391	883.5764
6815	6821	883.5764
7734	7746	561.1757
8042	8054	1536.004
8044	8054	2442.459
8045	8055	659.0352
8046	8054	3428.529
8047	8055	904.32
8396	8408	560.7724
8397	8409	5681.35
8398	8410	9284.408
8399	8409	605.3303
8400	8410	13565.89
8401	8409	13713.99
8402	8410	13713.99
8403	8409	883.5764
8404	8410	883.5764
8697	8703	883.5764
8746	8756	523.1181
8750	8756	883.5764
8839	8851	1035.682
8841	8851	1430.8
9086	9098	5749.984
9087	9099	521.2534
9088	9098	9391.791
9089	9097	13713.99
9090	9098	13713.99
9091	9099	980.8116
9092	9098	883.5764
9252	9258	883.5764
9398	9410	546.4633
9399	9411	5789.6
9400	9412	997.9898
9401	9411	605.3303
9402	9412	1138.993
9403	9411	13713.99
9404	9412	980.8116
9405	9411	883.5764
9818	9830	1290.769
9993	10003	577.9848
9995	10003	904.32
9997	10003	883.5764
10419	10429	546.8554
10420	10428	603.5805
10422	10428	883.5764
10530	10542	2166.12
10531	10543	8682.154
10532	10544	3520.778
10533	10543	12758.04
10534	10544	3661.11
10535	10543	13713.99
10536	10544	980.8116
10537	10543	883.5764
10667	10679	1515.735
10668	10680	8455.962
10669	10681	8071.508
10670	10680	12758.04
10671	10681	10894.72
10672	10680	13713.99
10673	10681	3428.529
10674	10680	883.5764
10790	10800	523.1181
10794	10800	883.5764
11412	11424	1464.598
11413	11425	750.9393
11415	11425	1057.108
11416	11424	3428.529
11417	11425	904.32
11557	11567	883.5764
11559	11567	766.6232
11664	11676	504.0755
11665	11675	6565.992
11667	11675	650.9198
11699	11709	1201.671
12060	12072	5556.189
12061	12073	809.2106
12063	12073	1138.993
12064	12072	13713.99
12065	12073	980.8116
12066	12072	883.5764
12357	12367	505.8732
12358	12368	505.8732
12422	12430	980.8116
12752	12764	1209.068
12753	12765	1375.257
12755	12765	2001.188
12756	12766	2943.461
12757	12765	2752.447
12809	12821	1375.257
12811	12823	6342.835
12812	12822	8323.257
12813	12823	8323.257
12814	12824	826.8355
12815	12823	766.6232
13129	13141	1440.85
13130	13140	625.8544
13131	13141	2492.419
13132	13140	980.8116
13133	13141	3428.529
13134	13140	883.5764
13233	13245	665.8012
13234	13244	678.5679
13235	13245	980.8116
13236	13244	908.3955
13237	13245	904.32
13562	13574	630.8738
13564	13574	883.5764
13566	13574	766.6232
13620	13628	603.5805
13622	13628	883.5764
13992	13998	883.5764
14077	14089	1657.388
14079	14089	2226.082
14081	14089	3428.529
14083	14089	883.5764
14152	14160	980.8116
14154	14160	883.5764
14155	14167	657.1159
14156	14168	569.3077
14453	14459	883.5764
14505	14517	5681.35
14506	14518	521.2534
14507	14517	605.3303
14508	14518	1138.993
14509	14517	13713.99
14510	14522	1008.605
14511	14517	883.5764
14595	14607	562.7919
14596	14608	728.0632
14597	14609	967.591
14598	14608	833.0093
14599	14609	883.5764
14600	14608	783.823
14876	14886	535.9929
14877	14887	678.5679
14878	14886	783.823
14879	14887	908.3955
14959	14971	537.5302
14961	14971	659.0352
14963	14971	980.8116
14964	14970	883.5764
14965	14971	883.5764
14978	14990	1247.757
14979	14991	641.9781
14980	14990	1823.471
14981	14991	907.7149
14982	14990	2752.447
15089	15101	1536.004
15090	15100	666.2873
15091	15101	2492.419
15092	15100	980.8116
15093	15101	3428.529
15094	15100	883.5764
15268	15274	883.5764
15456	15462	883.5764
15562	15568	883.5764
15924	15936	1438.61
15926	15936	2180.071
15927	15935	516.0707
15928	15936	3428.529
15929	15935	883.5764
15930	15936	883.5764
15962	15972	785.5658
16142	16148	883.5764
16174	16186	1057.91
16175	16187	5485.32
16176	16188	11464.43
16177	16187	1090.564
16178	16188	9391.791
16179	16187	587.2299
16180	16188	13713.99
16181	16187	883.5764
16182	16188	883.5764
16889	16901	541.3944
16891	16901	800.8482
16892	16902	731.8227
16893	16901	980.8116
16894	16902	980.8116
16895	16901	883.5764
16989	16999	739.95
17045	17057	1572.49
17046	17058	1982.132
17047	17059	2407.153
17048	17058	2779.551
17049	17059	883.5764
17050	17058	2752.447
17086	17096	605.3303
17090	17096	883.5764
17493	17499	883.5764
17563	17575	1726.678
17565	17575	2442.459
17566	17574	13713.99
17567	17575	3428.529
17568	17574	883.5764
17648	17656	516.0707
17650	17656	883.5764
17833	17841	603.5805
17835	17841	883.5764
18005	18017	1080.655
18007	18017	1515.735
18016	18026	1138.993
18017	18025	13713.99
18018	18026	980.8116
18019	18025	883.5764
18256	18264	980.8116
18329	18341	565.2257
18331	18341	535.9929
18333	18345	1005.56
18334	18346	2015.61
18335	18347	2015.61
18336	18346	739.95
18337	18347	739.95
18533	18545	657.1159
18534	18546	1726.678
18535	18547	752.603
18536	18548	599.6637
18540	18548	904.32
18634	18640	883.5764
18760	18768	603.5805
18762	18768	883.5764
18881	18893	650.9198
18882	18894	531.7901
18883	18893	907.7149
19426	19438	518.2849
19428	19438	714.2819
19430	19442	1038.827
19499	19511	1456.636
19501	19511	883.5764
19503	19511	766.6232
19627	19639	5789.6
19628	19640	2217.153
19629	19639	605.3303
19630	19640	3661.11
19631	19639	13713.99
19632	19640	3428.529
19633	19639	883.5764
19684	19692	603.5805
19686	19692	883.5764
19718	19728	535.9929
19720	19728	783.823
20110	20116	883.5764
20437	20447	666.2873
20439	20447	980.8116
20441	20447	883.5764
20537	20549	1233.449
20541	20549	2752.447
20860	20870	512.4032
20862	20870	650.9198
21082	21094	1217.448
21084	21094	1737.612
21086	21094	980.8116
21088	21094	883.5764
21364	21370	883.5764
21774	21786	537.1454
21876	21882	883.5764
22154	22166	564.4132
22934	22942	980.8116
23072	23084	853.1037
23073	23085	1845.276
23074	23086	1845.276
23075	23087	27611.44
23076	23088	198956.2
23077	23089	65884.11
23078	23090	65884.11
23079	23089	8485.756
23080	23090	8485.756
23081	23089	908.3955
23082	23090	908.3955
23089	23101	940.3102
23090	23102	1515.735
23091	23101	1228.72
