27	33	883.5764
166	178	565.2257
167	179	5915.282
168	180	980.072
169	181	8697.46
170	182	1512.188
171	181	2962.843
172	182	546.8554
204	212	587.2299
206	212	883.5764
287	299	5580.029
288	300	1641.827
289	301	26467.45
290	302	2543.476
291	301	38833.58
292	300	3428.529
293	301	3428.529
294	306	651.3941
295	307	569.7176
529	541	1486.448
530	542	5915.282
531	543	2308.197
532	542	8323.257
533	543	2962.843
534	542	2752.447
590	602	1532.406
591	603	634.0908
592	604	5997.241
593	603	665.3154
594	604	8485.756
595	603	908.3955
596	604	908.3955
778	790	6228.921
779	791	746.5225
780	790	8922.646
781	791	1057.108
782	790	3428.529
783	791	980.8116
784	790	883.5764
1160	1172	3468.566
1161	1173	4876.735
1162	1172	4545.701
1163	1173	1138.993
1164	1172	980.8116
1165	1173	980.8116
1166	1172	883.5764
1182	1192	1138.993
1183	1191	13713.99
1184	1192	980.8116
1185	1191	883.5764
1255	1265	546.8554
1256	1264	603.5805
1258	1264	883.5764
1317	1329	500.8571
1318	1330	988.9869
1319	1331	948.8341
1320	1332	2323.133
1321	1331	800.8482
1322	1334	2593.547
1323	1331	980.8116
1324	1332	3428.529
1325	1331	883.5764
1806	1818	1677.063
1808	1820	2593.547
1810	1818	3428.529
1866	1872	883.5764
2007	2019	1636.675
2008	2020	2378.149
2009	2021	8071.508
2010	2020	3372.187
2011	2021	10894.72
2012	2020	3428.529
2013	2021	3428.529
2014	2026	1334.353
2070	2076	883.5764
2089	2101	1406.549
2090	2102	2397.443
2091	2103	6531.993
2092	2104	3059.303
2093	2103	8485.756
2094	2104	2779.551
2095	2103	908.3955
2303	2315	647.1384
2590	2602	588.503
2591	2601	3993.322
3520	3530	625.8544
3522	3530	980.8116
3524	3530	883.5764
3550	3558	603.5805
3552	3558	883.5764
5424	5436	2464.308
5425	5437	2464.308
5426	5438	8782.157
5427	5439	3059.303
5428	5438	8485.756
5429	5439	2779.551
5430	5438	908.3955
5439	5451	1185.205
5441	5451	1116.621
5491	5503	608.4057
5506	5516	2183.574
5817	5827	666.2873
5819	5827	980.8116
5821	5827	883.5764
5845	5855	2091.083
5897	5909	1008.605
5898	5910	6261.244
5899	5911	2217.153
5900	5912	2217.153
5901	5913	3713.33
5902	5912	38833.58
5903	5911	3428.529
5904	5912	3428.529
5980	5986	883.5764
6063	6069	883.5764
6087	6099	1491.093
6088	6100	715.8575
6089	6101	2360.927
6090	6102	2730.077
6091	6099	3428.529
6092	6102	2659.79
6093	6101	904.32
6094	6102	783.823
6198	6210	1657.388
6199	6211	1780.689
6200	6210	3372.187
6201	6211	2492.419
6202	6210	3428.529
6203	6211	3428.529
6204	6210	883.5764
6233	6245	1232.502
6234	6246	2750.201
6235	6247	2300.768
6236	6248	2300.768
6237	6249	13072.54
6238	6250	13072.54
6239	6249	2183.574
6240	6250	2183.574
6241	6249	766.6232
6242	6250	766.6232
6257	6269	1536.004
6261	6269	3428.529
6394	6406	5494.713
6396	6408	9852.15
6397	6409	3514.935
6398	6406	13713.99
6399	6409	4545.701
6400	6408	980.8116
6416	6428	618.1825
6498	6510	591.4854
6499	6511	3135.789
6500	6512	3135.789
6501	6513	4270.735
6502	6512	3993.322
6503	6513	505.8732
6522	6530	587.2299
6523	6531	980.8116
6524	6530	883.5764
6540	6550	534.078
6542	6550	783.823
6586	6594	980.8116
6587	6597	1737.612
6588	6594	883.5764
6974	6986	886.2238
6975	6987	500.8571
7114	7126	1406.549
7115	7125	535.9929
7116	7126	2036.638
7117	7125	783.823
7118	7126	2752.447
7274	7284	597.9317
7275	7283	603.5805
7276	7284	908.3955
7277	7283	883.5764
7291	7303	928.3764
7292	7304	9852.15
7293	7305	12541.54
7294	7306	10401.13
7295	7305	9559.576
7296	7306	10894.72
7297	7305	13713.99
7298	7306	3428.529
7299	7311	1790.574
7300	7312	800.8482
7386	7394	516.0707
7388	7394	883.5764
7527	7539	800.2545
7529	7541	644.7873
7533	7541	980.8116
7581	7593	566.0396
7583	7593	833.6294
7585	7593	980.8116
7587	7593	883.5764
7680	7690	659.0352
7682	7690	904.32
7910	7918	603.5805
7912	7918	883.5764
7918	7930	666.2873
8056	8062	883.5764
8079	8089	665.3154
8081	8089	908.3955
8139	8149	505.8732
8140	8150	4545.701
8157	8169	5705.761
8158	8168	833.6294
8159	8169	605.3303
8160	8168	980.8116
8161	8169	13713.99
8162	8168	883.5764
8163	8169	883.5764
8318	8330	588.503
8319	8331	1994.814
8320	8332	1994.814
8321	8333	1493.421
8322	8334	1493.421
8323	8335	1390.269
8324	8334	1323.054
8349	8361	554.7612
8353	8361	603.5805
8355	8361	883.5764
8418	8430	1054.704
8420	8432	1551.702
8506	8518	1234.398
8508	8520	2071.106
8509	8521	971.2439
8510	8522	9492.083
8511	8523	7973.084
8512	8524	1309.834
8513	8523	1116.621
8586	8598	2264.006
8588	8598	605.3303
8590	8598	980.8116
8592	8598	883.5764
8826	8838	1065.974
8828	8838	1323.054
9069	9075	883.5764
9338	9344	883.5764
9436	9448	1515.735
9438	9448	2180.071
9439	9449	635.9371
9440	9448	3428.529
9441	9449	980.8116
9442	9448	883.5764
9573	9579	883.5764
10118	10130	647.1384
11061	11073	1265.163
11062	11074	2126.542
11063	11075	1833.612
11064	11076	3249.007
11065	11075	27872.66
11066	11076	2962.843
11067	11077	2962.843
11331	11339	904.32
11353	11365	572.5964
11442	11450	516.0707
11444	11450	883.5764
11637	11643	883.5764
11991	12003	767.757
